2.800000e+07	  3	  3000	  2834	1.636179903618827e-03	1.333521432163323e+01	2.552844942573344e-01
2.900000e+07	  3	  3000	  2318	1.363440544019523e-03	1.333521432163323e+01	7.401644518070981e-01
3.000000e+07	  3	  3000	  2663	1.595024118224597e-03	1.333521432163323e+01	1.215470135804675e+00
3.100000e+07	  3	  3000	  2363	1.865946482835284e-03	1.333521432163323e+01	1.702160061454594e+00
3.200000e+07	  3	  3000	  2542	1.484065844607792e-03	1.333521432163323e+01	2.188424786657623e+00
3.300000e+07	  3	  3000	  2790	1.679938395698236e-03	1.333521432163323e+01	2.673319509492321e+00
3.400000e+07	  3	  3000	   610	1.991295511563136e-03	1.333521432163323e+01	3.155963147265203e+00
3.500000e+07	  3	  3000	   493	1.116136043691244e-03	1.333521432163323e+01	3.614011752195192e+00
3.600000e+07	  3	  3000	     2	8.438159278754436e-06	1.333521432163323e+01	4.071258526065505e+00
3.700000e+07	  3	  3000	   736	1.692355209134734e-03	1.778279410038921e+01	8.417171979991395e-02
3.800000e+07	  3	  3000	  2781	1.642646500515275e-03	1.778279410038921e+01	5.641824636186078e-01
3.900000e+07	  3	  3000	   566	1.477167795798166e-03	1.778279410038921e+01	1.045949004383050e+00
4.000000e+07	  3	  3000	     1	6.452743423348328e-06	1.778279410038921e+01	1.530718327167450e+00
4.100000e+07	  3	  3000	   594	1.686120732684693e-03	1.778279410038921e+01	2.012422134651439e+00
4.200000e+07	  3	  3000	  2119	1.510857242961849e-03	1.778279410038921e+01	2.488600301747689e+00
4.300000e+07	  3	  3000	  1957	1.653317951756074e-03	1.778279410038921e+01	2.994522576520643e+00
4.400000e+07	  3	  3000	  2580	2.330536224028133e-03	1.778279410038921e+01	3.510916785050938e+00
4.500000e+07	  3	  3000	     1	6.729233571300848e-06	1.778279410038921e+01	3.992127883694563e+00
4.600000e+07	  3	  3000	  1884	1.372350056197588e-03	1.778279410038921e+01	4.469079269185908e+00
4.700000e+07	  3	  3000	  1883	1.649512575151639e-03	1.778279410038921e+01	4.936227324600504e+00
4.800000e+07	  3	  3000	  1837	1.607154486775905e-03	1.778279410038921e+01	5.409672715905449e+00
4.900000e+07	  3	  3000	  2898	1.466520416451200e-03	1.778279410038921e+01	5.899472730889056e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  3000	  1258	1.375480212951319e-03	2.371373705661653e+01	4.360092369087308e-01
5.100000e+07	  3	  3000	  1634	1.917490189239912e-03	2.371373705661653e+01	9.056913534862777e-01
5.200000e+07	  3	  3000	  1197	1.662355158343620e-03	2.371373705661653e+01	1.388312779050792e+00
5.300000e+07	  3	  3000	   881	1.667613336768701e-03	2.371373705661653e+01	1.863429039051186e+00
5.400000e+07	  3	  3000	  2523	1.363356746631254e-03	2.371373705661653e+01	2.367124243542519e+00
5.500000e+07	  3	  3000	  1826	1.277790540922639e-03	2.371373705661653e+01	2.876399844101508e+00
5.600000e+07	  3	  3000	  1931	1.284705690146393e-03	2.371373705661653e+01	3.375117482915566e+00
5.700000e+07	  3	  3000	  2106	1.633225300330059e-03	2.371373705661653e+01	3.859906710456320e+00
5.800000e+07	  3	  3000	  2286	1.433239969020232e-03	2.371373705661653e+01	4.333104339649565e+00
5.900000e+07	  3	  3000	  1182	1.708552466879345e-03	2.371373705661653e+01	4.821067068879286e+00
6.000000e+07	  3	  3000	  2060	1.845134228992638e-03	2.371373705661653e+01	5.326056266959950e+00
6.100000e+07	  3	  3000	   120	1.630390277927606e-03	2.371373705661653e+01	5.812434378851901e+00
6.200000e+07	  3	  3000	     3	1.010788903613954e-05	2.371373705661653e+01	6.287858082636266e+00
6.300000e+07	  3	  3000	  1387	2.665140201393096e-03	2.371373705661653e+01	6.765538055587517e+00
6.400000e+07	  3	  3000	   478	1.946419744828757e-03	2.371373705661653e+01	7.220096172285647e+00
6.500000e+07	  3	  3000	   410	1.316938682199918e-03	2.371373705661653e+01	7.701690362462601e+00
6.600000e+07	  3	  3000	  2929	1.401791459218650e-03	3.162277660168376e+01	2.698340552323570e-01
6.700000e+07	  3	  3000	  2437	1.509199373144205e-03	3.162277660168376e+01	7.573650378857716e-01
6.800000e+07	  3	  3000	  2029	1.357716734757223e-03	3.162277660168376e+01	1.236708945165332e+00
6.900000e+07	  3	  3000	  1234	1.247288136988707e-03	3.162277660168376e+01	1.703622676908605e+00
7.000000e+07	  3	  3000	   171	2.067538184661221e-03	3.162277660168376e+01	2.208733274575893e+00
7.100000e+07	  3	  3000	  2373	1.619280140230126e-03	3.162277660168376e+01	2.696496246220311e+00
7.200000e+07	  3	  3000	   466	1.195027902108688e-03	3.162277660168376e+01	3.198673698245002e+00
7.300000e+07	  3	  3000	  1283	1.648994638557800e-03	3.162277660168376e+01	3.688998055128474e+00
7.400000e+07	  3	  3000	  1652	1.325695820108216e-03	3.162277660168376e+01	4.166785837744692e+00
7.500000e+07	  3	  3000	  2284	1.762443976269656e-03	3.162277660168376e+01	4.633983351835302e+00
7.600000e+07	  3	  3000	  2170	1.149753611205392e-03	3.162277660168376e+01	5.090426201107387e+00
7.700000e+07	  3	  3000	     3	1.055397816766048e-05	3.162277660168376e+01	5.561399329707043e+00
7.800000e+07	  3	  3000	  1740	1.320485351717664e-03	3.162277660168376e+01	6.027129548566251e+00
7.900000e+07	  3	  3000	     1	6.954633423504479e-06	3.162277660168376e+01	6.514049045011815e+00
8.000000e+07	  3	  3000	  2310	1.504629825530070e-03	3.162277660168376e+01	7.006796812228995e+00
8.100000e+07	  3	  3000	    97	1.252172248582258e-03	3.162277660168376e+01	7.493369499424748e+00
8.200000e+07	  3	  3000	  2006	1.903762707260690e-03	3.162277660168376e+01	7.961882359389873e+00
8.300000e+07	  3	  3000	  1571	1.506322305364323e-03	3.162277660168376e+01	8.449572536766928e+00
8.400000e+07	  3	  3000	  2045	1.586845071717507e-03	3.162277660168376e+01	8.940926507212060e+00
8.500000e+07	  3	  3000	  1083	1.587116358567328e-03	3.162277660168376e+01	9.428085475381552e+00
8.600000e+07	  3	  3000	  2881	1.102744477127704e-03	3.162277660168376e+01	9.903826842233704e+00
8.700000e+07	  3	  3000	  2824	1.173721504545608e-03	3.162277660168376e+01	1.036557910929384e+01
8.800000e+07	  3	  3000	   927	1.776497367167983e-03	4.216965034285818e+01	2.798993156599004e-01
8.900000e+07	  3	  3000	     1	6.478719889816837e-06	4.216965034285818e+01	7.510528195896713e-01
9.000000e+07	  3	  3000	  1712	1.262485186371250e-03	4.216965034285818e+01	1.201285625291892e+00
9.100000e+07	  3	  3000	   940	1.802859254741626e-03	4.216965034285818e+01	1.656079603121936e+00
9.200000e+07	  3	  3000	   350	1.987354372596608e-03	4.216965034285818e+01	2.116056094241618e+00
9.300000e+07	  3	  3000	   605	1.774332924230042e-03	4.216965034285818e+01	2.605999091189878e+00
9.400000e+07	  3	  3000	  1071	2.198660690886704e-03	4.216965034285818e+01	3.073466498281946e+00
9.500000e+07	  3	  3000	  2575	1.415258366284613e-03	4.216965034285818e+01	3.573828771433448e+00
9.600000e+07	  3	  3000	  2550	1.689180578495748e-03	4.216965034285818e+01	4.063830693802235e+00
9.700000e+07	  3	  3000	  1189	1.852346832392832e-03	4.216965034285818e+01	4.559311349036144e+00
9.800000e+07	  3	  3000	  2864	1.084894279064546e-03	4.216965034285818e+01	5.055115297752438e+00
9.900000e+07	  3	  3000	   827	1.410640974869819e-03	4.216965034285818e+01	5.532450901448976e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  3	  3000	  1692	1.840707717986658e-03	4.216965034285818e+01	6.000678349400530e+00
1.010000e+08	  3	  3000	   854	1.856288056768579e-03	4.216965034285818e+01	6.483830085861546e+00
1.020000e+08	  3	  3000	  2071	1.231142705782435e-03	4.216965034285818e+01	6.972255778451137e+00
1.030000e+08	  3	  3000	  2658	1.851271135565147e-03	4.216965034285818e+01	7.460125246195473e+00
1.040000e+08	  3	  3000	  2920	1.625310163750221e-03	4.216965034285818e+01	7.955692575547403e+00
1.050000e+08	  3	  3000	  2432	1.749385881681374e-03	4.216965034285818e+01	8.421951833934617e+00
1.060000e+08	  3	  3000	  1695	1.838331631232104e-03	4.216965034285818e+01	8.903430840682937e+00
1.070000e+08	  3	  3000	   153	1.274317124516204e-03	4.216965034285818e+01	9.388636967536669e+00
1.080000e+08	  3	  3000	  2841	1.515323588619457e-03	4.216965034285818e+01	9.880937898931455e+00
1.090000e+08	  3	  3000	  2691	2.285978464312690e-03	4.216965034285818e+01	1.039184578636716e+01
1.100000e+08	  3	  3000	  2959	1.470960753611395e-03	4.216965034285818e+01	1.089759320322061e+01
1.110000e+08	  3	  3000	   311	1.600543263153570e-03	4.216965034285818e+01	1.140078445303651e+01
1.120000e+08	  3	  3000	  1262	1.519411740063265e-03	4.216965034285818e+01	1.188180625837440e+01
1.130000e+08	  3	  3000	    68	1.925848069234136e-03	4.216965034285818e+01	1.237708002508284e+01
1.140000e+08	  3	  3000	  2712	1.601489321427825e-03	4.216965034285818e+01	1.288246453041371e+01
1.150000e+08	  3	  3000	   293	1.089027598528830e-03	4.216965034285818e+01	1.339336722434446e+01
1.160000e+08	  3	  3000	     2	1.024530216497453e-05	4.216965034285818e+01	1.389331975947568e+01
1.170000e+08	  3	  3000	  2282	1.833353667329489e-03	5.623413251903484e+01	2.996374340566089e-01
t_sys = 5.657561e+01 [yr]	i = 849	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
1.180000e+08	  3	  3000	     3	8.645420748199896e-06	5.623413251903484e+01	7.519052738444529e-01
1.190000e+08	  3	  3000	  1907	2.040670924041648e-03	5.623413251903484e+01	1.215672891975936e+00
1.200000e+08	  3	  3000	  1093	1.298549838332009e-03	5.623413251903484e+01	1.716934644915103e+00
1.210000e+08	  3	  3000	  2951	1.357785431597737e-03	5.623413251903484e+01	2.225773251563595e+00
1.220000e+08	  3	  3000	  1195	1.864977364333209e-03	5.623413251903484e+01	2.718820072157624e+00
1.230000e+08	  3	  3000	  2276	1.198909369310104e-03	5.623413251903484e+01	3.202716685987601e+00
1.240000e+08	  3	  3000	   386	1.529568575762399e-03	5.623413251903484e+01	3.690868334873937e+00
1.250000e+08	  3	  3000	  1087	1.224890775902562e-03	5.623413251903484e+01	4.214373710487733e+00
1.260000e+08	  3	  3000	  2156	1.791992480636314e-03	5.623413251903484e+01	4.725442529892657e+00
1.270000e+08	  3	  3000	  1161	1.561279436733979e-03	5.623413251903484e+01	5.243989538880353e+00
1.280000e+08	  3	  3000	  2571	1.225079409287160e-03	5.623413251903484e+01	5.746433828650428e+00
1.290000e+08	  3	  3000	  1519	1.795432717259984e-03	5.623413251903484e+01	6.224636976476540e+00
1.300000e+08	  3	  3000	   993	1.711755074609751e-03	5.623413251903484e+01	6.716626828681195e+00
1.310000e+08	  3	  3000	   321	1.685686640796961e-03	5.623413251903484e+01	7.216603893056942e+00
1.320000e+08	  3	  3000	  2739	1.600993710406493e-03	5.623413251903484e+01	7.725512720050225e+00
1.330000e+08	  3	  3000	  1982	1.510695253628382e-03	5.623413251903484e+01	8.192644430210198e+00
1.340000e+08	  3	  3000	  1477	1.653159651447158e-03	5.623413251903484e+01	8.687892887386505e+00
1.350000e+08	  3	  3000	    96	1.954585370094683e-03	5.623413251903484e+01	9.194673692841397e+00
1.360000e+08	  3	  3000	  1214	1.629105063082408e-03	5.623413251903484e+01	9.681625035851329e+00
1.370000e+08	  3	  3000	  1194	2.110947244817243e-03	5.623413251903484e+01	1.018467839702047e+01
1.380000e+08	  3	  3000	  2170	1.281645269438880e-03	5.623413251903484e+01	1.068316231691922e+01
1.390000e+08	  3	  3000	  2210	1.162593026334641e-03	5.623413251903484e+01	1.118073636586455e+01
1.400000e+08	  3	  3000	  1062	1.500285815487686e-03	5.623413251903484e+01	1.167367046168496e+01
1.410000e+08	  3	  3000	  2477	1.409432057281744e-03	5.623413251903484e+01	1.217112617728352e+01
1.420000e+08	  3	  3000	  1821	1.492470762828445e-03	5.623413251903484e+01	1.264535209958995e+01
t_sys = 6.919503e+01 [yr]	i = 849	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
1.430000e+08	  3	  3000	   400	1.411871367252230e-03	5.623413251903484e+01	1.312605551551756e+01
1.440000e+08	  3	  3000	  2918	2.248143762971598e-03	5.623413251903484e+01	1.365191628991786e+01
1.450000e+08	  3	  3000	  1900	1.508130106111952e-03	5.623413251903484e+01	1.417837618578109e+01
1.460000e+08	  3	  3000	  2865	1.779914750209897e-03	5.623413251903484e+01	1.470498212551032e+01
1.470000e+08	  3	  3000	  2762	1.380197417355067e-03	5.623413251903484e+01	1.523077133883575e+01
1.480000e+08	  3	  3000	   508	1.358895438189489e-03	5.623413251903484e+01	1.575759515109897e+01
1.490000e+08	  3	  3000	   789	1.258910190212993e-03	5.623413251903484e+01	1.628388648136361e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  3	  3000	   293	1.200171343839799e-03	5.623413251903484e+01	1.680997994054764e+01
1.510000e+08	  3	  3000	  1375	1.430677201008101e-03	5.623413251903484e+01	1.733636363467991e+01
1.520000e+08	  3	  3000	   930	1.433543601637196e-03	5.623413251903484e+01	1.786329245353058e+01
1.530000e+08	  3	  3000	  2855	1.233442575840182e-03	5.623413251903484e+01	1.838857622359355e+01
i=1	axis=-4.081738e-05 < 0 hyperbola orbit.
i=1	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1	inc is nan.
i=1	omega is nan.
i=1	Omega is nan.
i=2	axis=-9.819978e-05 < 0 hyperbola orbit.
i=2	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2	inc is nan.
i=2	omega is nan.
i=2	Omega is nan.
i=3	axis=-1.322571e-04 < 0 hyperbola orbit.
i=3	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=3	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=3	inc is nan.
i=3	omega is nan.
i=3	Omega is nan.
1.540000e+08	  3	  3000	   660	1.688092918645081e-03	7.498942093324548e+01	1.588828520856996e-01
1.550000e+08	  3	  3000	   724	1.969106336140441e-03	7.498942093324548e+01	6.727110992367612e-01
1.560000e+08	  3	  3000	  2407	1.710536138013720e-03	7.498942093324548e+01	1.198521885890110e+00
1.570000e+08	  3	  3000	  2764	1.073490973250536e-03	7.498942093324548e+01	1.725545473737739e+00
1.580000e+08	  3	  3000	  2910	1.479990603536648e-03	7.498942093324548e+01	2.251767479489283e+00
1.590000e+08	  3	  3000	   249	1.278481943660719e-03	7.498942093324548e+01	2.777518988290624e+00
1.600000e+08	  3	  3000	   384	1.548762069688634e-03	7.498942093324548e+01	3.304512562656133e+00
1.610000e+08	  3	  3000	  1863	1.457496534946612e-03	7.498942093324548e+01	3.830638109295338e+00
1.620000e+08	  3	  3000	   561	1.324195995861433e-03	7.498942093324548e+01	4.356660511412206e+00
1.630000e+08	  3	  3000	   378	1.713721951345342e-03	7.498942093324548e+01	4.883704089184432e+00
1.640000e+08	  3	  3000	  2254	1.405858168553975e-03	7.498942093324548e+01	5.409034782674847e+00
1.650000e+08	  3	  3000	   465	1.849664860439748e-03	7.498942093324548e+01	5.936474910452240e+00
-----
real time > 14100 [s]
Timer expired. Ending this program.
-----
dt_[465]	= 1.162179e-02
E_error	= 1.288270759347700e+03
L_error	= 4.267032054427989e+20
dE_correct	= 0.000000000000000e+00
step	= 1.650000000000000e+08
dt_ene	= 1.000000e-01[yr]
geometric ratio	= pow(10.0,1.0/8.0)
-----
real time	= 14139.128499[s]
user time	= 42375.568000[s]
system time	= 7.604000[s]
Execution Time	(total	= 1.413913e+04 [s])
Energy			= 0.000000e+00 [s]	 0.00 [%]
Orbital_Elements	= 0.000000e+00 [s]	 0.00 [%]
Predictor		= 0.000000e+00 [s]	 0.00 [%]
Corrector		= 0.000000e+00 [s]	 0.00 [%]
Iteration		= 0.000000e+00 [s]	 0.00 [%]
Collision_Judgement	= 0.000000e+00 [s]	 0.00 [%]
Fragmentation		= 0.000000e+00 [s]	 0.00 [%]
Others			= 1.413913e+04 [s]	100.00 [%]
-----
myid = 0	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_frag_acc/rand01/tempread.dat' exists.
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc5E-2_frag_acc/rand01/tempfragread.dat' exists.
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.650000e+08	  3	  3000	   465	1.849664860439748e-03	7.498942093324548e+01	5.936474910452240e+00
1.660000e+08	  3	  3000	  1428	1.183412374630961e-03	7.498942093324548e+01	6.380402013442718e+00
1.670000e+08	  3	  3000	   767	1.660611644497328e-03	7.498942093324548e+01	6.804039979922623e+00
1.680000e+08	  3	  3000	     1	5.265274120988995e-06	7.498942093324548e+01	7.207632976028036e+00
1.690000e+08	  3	  3000	  1009	1.778707068926796e-03	7.498942093324548e+01	7.631976815223280e+00
1.700000e+08	  3	  3000	  1533	1.434082277435808e-03	7.498942093324548e+01	8.066155228280335e+00
1.710000e+08	  3	  3000	  1195	1.450390739897245e-03	7.498942093324548e+01	8.502887591898084e+00
1.720000e+08	  3	  3000	  2402	1.505008222886994e-03	7.498942093324548e+01	8.957814504904666e+00
1.730000e+08	  3	  3000	  1858	1.987443078104000e-03	7.498942093324548e+01	9.413286152163671e+00
1.740000e+08	  3	  3000	  1363	2.156609439352271e-03	7.498942093324548e+01	9.856540853583764e+00
1.750000e+08	  3	  3000	  2977	1.865512669135519e-03	7.498942093324548e+01	1.029936768070926e+01
1.760000e+08	  3	  3000	     2	8.871374755667125e-06	7.498942093324548e+01	1.075415302742698e+01
1.770000e+08	  3	  3000	  2036	1.840385195314583e-03	7.498942093324548e+01	1.120875124923401e+01
1.780000e+08	  3	  3000	  2126	1.316086690787373e-03	7.498942093324548e+01	1.165238305468159e+01
1.790000e+08	  3	  3000	  2686	2.103073242481898e-03	7.498942093324548e+01	1.210465635777908e+01
1.800000e+08	  3	  3000	     2	8.450237400426779e-06	7.498942093324548e+01	1.255081275230940e+01
1.810000e+08	  3	  3000	   301	1.463735149894289e-03	7.498942093324548e+01	1.300264658035209e+01
1.820000e+08	  3	  3000	  1697	1.935067366837829e-03	7.498942093324548e+01	1.345112279034992e+01
1.830000e+08	  3	  3000	     1	7.498847797399056e-06	7.498942093324548e+01	1.388463812290193e+01
1.840000e+08	  3	  3000	  2997	1.696190869140877e-03	7.498942093324548e+01	1.431760161440235e+01
1.850000e+08	  3	  3000	     1	7.443335044781774e-06	7.498942093324548e+01	1.473538568692181e+01
1.860000e+08	  3	  3000	  2046	1.295039441377370e-03	7.498942093324548e+01	1.516112281397717e+01
1.870000e+08	  3	  3000	  1742	1.362878590212166e-03	7.498942093324548e+01	1.559554662240271e+01
1.880000e+08	  3	  3000	  1062	1.668838196507547e-03	7.498942093324548e+01	1.602228265547384e+01
1.890000e+08	  3	  3000	     1	4.199733619968624e-06	7.498942093324548e+01	1.642119847213174e+01
1.900000e+08	  3	  3000	  1838	1.447431310951936e-03	7.498942093324548e+01	1.682662015243619e+01
1.910000e+08	  3	  3000	  1274	1.992706377432303e-03	7.498942093324548e+01	1.726080357672043e+01
1.920000e+08	  3	  3000	  1586	1.486891285474446e-03	7.498942093324548e+01	1.771096418232358e+01
1.930000e+08	  3	  3000	     2	7.698222369464942e-06	7.498942093324548e+01	1.815649492565915e+01
1.940000e+08	  3	  3000	     2	8.250903401249003e-06	7.498942093324548e+01	1.859881931915012e+01
1.950000e+08	  3	  3000	  2476	1.368247229951704e-03	7.498942093324548e+01	1.902969353252733e+01
1.960000e+08	  3	  3000	  1570	1.579761746457780e-03	7.498942093324548e+01	1.941374804617456e+01
1.970000e+08	  3	  3000	   778	1.578003863698039e-03	7.498942093324548e+01	1.982927350753811e+01
1.980000e+08	  3	  3000	    30	2.403535265812728e-03	7.498942093324548e+01	2.027668434839340e+01
1.990000e+08	  3	  3000	  2361	2.095732636886053e-03	7.498942093324548e+01	2.072382743784029e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+08	  3	  3000	  2991	1.433415930564340e-03	7.498942093324548e+01	2.116969073281021e+01
2.010000e+08	  3	  3000	  2395	1.277194526484079e-03	7.498942093324548e+01	2.161190416157469e+01
2.020000e+08	  3	  3000	  2352	1.318987090562817e-03	7.498942093324548e+01	2.205616821267867e+01
2.030000e+08	  3	  3000	   749	1.401075296201974e-03	7.498942093324548e+01	2.250542606885412e+01
2.040000e+08	  3	  3000	     3	1.004827650314191e-05	7.498942093324548e+01	2.295856650948478e+01
2.050000e+08	  3	  3000	  1624	1.096383793764510e-03	7.498942093324548e+01	2.340671459148902e+01
2.060000e+08	  3	  3000	  1866	3.059780981412133e-03	7.498942093324548e+01	2.385179678537004e+01
2.070000e+08	  3	  3000	     1	7.672814842752495e-06	7.498942093324548e+01	2.429458721148462e+01
2.080000e+08	  3	  3000	   376	1.223953320367657e-03	7.498942093324548e+01	2.472736347430822e+01
t_sys = 9.973520e+01 [yr]	i = 1686	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
i=1	axis=-1.190154e-06 < 0 hyperbola orbit.
i=1	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1	inc is nan.
i=1	omega is nan.
i=1	Omega is nan.
i=2	axis=-2.864477e-06 < 0 hyperbola orbit.
i=2	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2	inc is nan.
i=2	omega is nan.
i=2	Omega is nan.
i=3	axis=-3.909321e-06 < 0 hyperbola orbit.
i=3	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=3	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=3	inc is nan.
i=3	omega is nan.
i=3	Omega is nan.
2.090000e+08	  3	  3000	  2214	1.145949943452579e-03	9.999999999999986e+01	1.025895361638333e-01
